KMeans_ms 1 process: 0.895ms
										
Total lines processed: 293458					
Non-empty cells: 9915					
					
Cluster centroids (count	avgMag):				
Cluster 0: 11.86 4.92					
Cluster 1: 183.90 4.90					
Cluster 2: 640.09 4.92					
					
Cluster ranking:					
Rank 0: Cluster 0 (quiet)					
Rank 1: Cluster 1 (moderate)					
Rank 2: Cluster 2 (hotspot)					
					
Hotspot map:					
lat	lon	count	avgMag	cluster	label
-53.5	-70.5	2	6.24	0	quiet
-53.5	-69.5	1	7.69	0	quiet
-53.5	-64.5	1	4.5	0	quiet
-53.5	-60.5	1	4.9	0	quiet
-53.5	-59.5	2	5.05	0	quiet
-53.5	-58.5	1	4.7	0	quiet
-53.5	-55.5	2	5.95	0	quiet
-53.5	-54.5	2	5.485	0	quiet
-53.5	-53.5	1	6	0	quiet
-53.5	-51.5	8	5.438	0	quiet
-53.5	-48.5	1	5.2	0	quiet
-53.5	-47.5	3	4.767	0	quiet
-53.5	-46.5	11	5.036	0	quiet
-53.5	-45.5	2	5.4	0	quiet
-53.5	-41.5	2	4.9	0	quiet
-53.5	-32.5	2	5.45	0	quiet
-53.5	-28.5	1	6	0	quiet
-53.5	-27.5	1	4.7	0	quiet
-53.5	-24.5	2	4.65	0	quiet
-53.5	-21.5	1	4.9	0	quiet
-53.5	-20.5	1	4.6	0	quiet
-53.5	-19.5	1	4.6	0	quiet
-53.5	-4.5	2	5.25	0	quiet
-53.5	-3.5	7	5.143	0	quiet
-53.5	-2.5	7	4.969	0	quiet
-53.5	-1.5	3	4.867	0	quiet
-53.5	1.5	1	4.9	0	quiet
-53.5	2.5	6	5.05	0	quiet
-53.5	3.5	4	4.95	0	quiet
-53.5	6.5	11	4.955	0	quiet
-53.5	7.5	4	4.675	0	quiet
-53.5	8.5	10	5.363	0	quiet
-53.5	9.5	18	5.391	0	quiet
-53.5	11.5	3	5.033	0	quiet
-53.5	16.5	1	6.01	0	quiet
-53.5	19.5	1	5	0	quiet
-53.5	20.5	1	4.5	0	quiet
-53.5	21.5	5	4.92	0	quiet
-53.5	22.5	15	4.993	0	quiet
-53.5	23.5	32	4.878	0	quiet
-53.5	24.5	36	4.761	0	quiet
-53.5	25.5	30	4.947	0	quiet
-53.5	26.5	2	4.55	0	quiet
-53.5	27.5	1	5.7	0	quiet
-53.5	28.5	1	4.5	0	quiet
-53.5	72.5	9	5.056	0	quiet
-53.5	73.5	2	5.4	0	quiet
-53.5	106.5	1	6.3	0	quiet
-53.5	139.5	8	4.75	0	quiet
-53.5	140.5	68	4.866	0	quiet
-53.5	141.5	6	4.7	0	quiet
-53.5	157.5	1	4.8	0	quiet
-53.5	158.5	7	5.617	0	quiet
-53.5	159.5	28	5.104	0	quiet
-53.5	160.5	7	5.043	0	quiet
-52.5	-133.5	1	5	0	quiet
-52.5	-118.5	18	4.878	0	quiet
-52.5	-117.5	2	4.6	0	quiet
-52.5	-75.5	2	5	0	quiet
-52.5	-74.5	3	5.787	0	quiet
-52.5	-73.5	2	4.75	0	quiet
-52.5	-72.5	2	5.05	0	quiet
-52.5	-71.5	1	4.5	0	quiet
-52.5	-61.5	1	4.7	0	quiet
-52.5	-55.5	1	5	0	quiet
-52.5	-49.5	1	4.8	0	quiet
-52.5	-47.5	2	5.1	0	quiet
-52.5	-46.5	6	5.15	0	quiet
-52.5	-17.5	1	5.3	0	quiet
-52.5	-14.5	1	4.7	0	quiet
-52.5	-13.5	1	4.6	0	quiet
-52.5	-12.5	1	4.7	0	quiet
-52.5	-5.5	4	4.8	0	quiet
-52.5	-4.5	12	5.133	0	quiet
-52.5	9.5	9	5.1	0	quiet
-52.5	10.5	31	4.842	0	quiet
-52.5	11.5	11	4.873	0	quiet
-52.5	12.5	21	4.91	0	quiet
-52.5	13.5	41	4.912	0	quiet
-52.5	14.5	18	4.839	0	quiet
-52.5	15.5	23	4.891	0	quiet
-52.5	16.5	15	4.847	0	quiet
-52.5	17.5	20	4.905	0	quiet
-52.5	18.5	60	4.903	0	quiet
-52.5	19.5	18	4.851	0	quiet
-52.5	20.5	21	4.814	0	quiet
-52.5	21.5	27	4.822	0	quiet
-52.5	22.5	19	4.847	0	quiet
-52.5	24.5	1	4.5	0	quiet
-52.5	25.5	26	5.027	0	quiet
-52.5	26.5	31	4.848	0	quiet
-52.5	27.5	68	4.904	0	quiet
-52.5	28.5	23	4.94	0	quiet
-52.5	29.5	1	4.5	0	quiet
-52.5	72.5	3	5.367	0	quiet
-52.5	73.5	2	5.2	0	quiet
-52.5	100.5	1	4.7	0	quiet
-52.5	101.5	1	4.7	0	quiet
-52.5	106.5	1	4.5	0	quiet
-52.5	114.5	4	5.55	0	quiet
-52.5	123.5	1	5.2	0	quiet
-52.5	138.5	5	4.76	0	quiet
-52.5	139.5	30	4.921	0	quiet
-52.5	140.5	29	5.219	0	quiet
-52.5	141.5	5	4.852	0	quiet
-52.5	143.5	1	4.7	0	quiet
-52.5	158.5	1	5.2	0	quiet
-52.5	159.5	18	5.3	0	quiet
-52.5	160.5	30	5.413	0	quiet
-52.5	161.5	6	5.15	0	quiet
-51.5	-117.5	1	4.8	0	quiet
-51.5	-75.5	7	4.929	0	quiet
-51.5	-74.5	2	5.275	0	quiet
-51.5	-73.5	1	6	0	quiet
-51.5	-72.5	1	4.8	0	quiet
-51.5	-71.5	3	4.9	0	quiet
-51.5	-46.5	1	6.35	0	quiet
-51.5	-32.5	1	4.6	0	quiet
-51.5	-12.5	1	4.7	0	quiet
-51.5	-11.5	1	5.6	0	quiet
-51.5	-0.5	1	4.6	0	quiet
-51.5	14.5	2	4.6	0	quiet
-51.5	15.5	3	4.8	0	quiet
-51.5	16.5	3	4.733	0	quiet
-51.5	28.5	9	5.189	0	quiet
-51.5	29.5	2	6.05	0	quiet
-51.5	40.5	1	5.7	0	quiet
-51.5	93.5	1	4.8	0	quiet
-51.5	111.5	1	4.8	0	quiet
-51.5	116.5	1	4.8	0	quiet
-51.5	127.5	1	4.5	0	quiet
-51.5	138.5	10	4.67	0	quiet
-51.5	139.5	77	5.214	0	quiet
-51.5	140.5	5	4.66	0	quiet
-51.5	147.5	1	4.7	0	quiet
-51.5	151.5	2	4.75	0	quiet
-51.5	152.5	1	4.5	0	quiet
-51.5	158.5	3	5.1	0	quiet
-51.5	159.5	6	4.967	0	quiet
-51.5	160.5	9	5.611	0	quiet
-51.5	161.5	18	5.339	0	quiet
-51.5	162.5	4	5.157	0	quiet
-50.5	-179.5	1	4.6	0	quiet
-50.5	-117.5	1	4.6	0	quiet
-50.5	-116.5	1	5.3	0	quiet
-50.5	-115.5	8	5.312	0	quiet
-50.5	-114.5	19	5.457	0	quiet
-50.5	-113.5	6	5.3	0	quiet
-50.5	-75.5	1	5	0	quiet
-50.5	-74.5	1	4.7	0	quiet
-50.5	-73.5	1	5.98	0	quiet
-50.5	-72.5	11	5.058	0	quiet
-50.5	-71.5	1	5	0	quiet
-50.5	-28.5	1	5.1	0	quiet
-50.5	-27.5	1	4.6	0	quiet
-50.5	-14.5	1	4.6	0	quiet
-50.5	-7.5	11	4.84	0	quiet
-50.5	-6.5	9	4.856	0	quiet
-50.5	28.5	3	4.733	0	quiet
-50.5	29.5	5	4.94	0	quiet
-50.5	69.5	1	5.2	0	quiet
-50.5	96.5	1	4.7	0	quiet
-50.5	111.5	1	4.5	0	quiet
-50.5	112.5	47	4.706	0	quiet
-50.5	113.5	10	4.73	0	quiet
-50.5	114.5	37	4.981	0	quiet
-50.5	115.5	11	4.7	0	quiet
-50.5	116.5	4	4.575	0	quiet
-50.5	117.5	1	4.5	0	quiet
-50.5	119.5	19	4.763	0	quiet
-50.5	120.5	12	4.825	0	quiet
-50.5	124.5	1	4.5	0	quiet
-50.5	126.5	2	4.9	0	quiet
-50.5	127.5	2	4.65	0	quiet
-50.5	128.5	2	4.6	0	quiet
-50.5	130.5	8	4.888	0	quiet
-50.5	131.5	7	4.7	0	quiet
-50.5	134.5	2	4.55	0	quiet
-50.5	135.5	2	5.15	0	quiet
-50.5	138.5	3	5.737	0	quiet
-50.5	139.5	44	5.47	0	quiet
-50.5	140.5	1	5	0	quiet
-50.5	146.5	1	4.6	0	quiet
-50.5	148.5	1	4.6	0	quiet
-50.5	149.5	1	6.77	0	quiet
-50.5	158.5	1	5.4	0	quiet
-50.5	159.5	1	4.6	0	quiet
-50.5	161.5	10	4.95	0	quiet
-50.5	162.5	18	5.272	0	quiet
-50.5	163.5	6	5.63	0	quiet
-50.5	164.5	1	4.7	0	quiet
-50.5	174.5	1	5.1	0	quiet
-49.5	-118.5	1	4.9	0	quiet
-49.5	-117.5	1	5.4	0	quiet
-49.5	-116.5	28	4.993	0	quiet
-49.5	-115.5	21	4.973	0	quiet
-49.5	-114.5	28	5.595	0	quiet
-49.5	-113.5	5	5.58	0	quiet
-49.5	-111.5	3	4.833	0	quiet
-49.5	-75.5	1	4.8	0	quiet
-49.5	-31.5	1	4.7	0	quiet
-49.5	-15.5	1	5.2	0	quiet
-49.5	-11.5	1	4.9	0	quiet
-49.5	-10.5	3	4.833	0	quiet
-49.5	-9.5	4	5.165	0	quiet
-49.5	-8.5	27	4.867	0	quiet
-49.5	-7.5	16	4.875	0	quiet
-49.5	-6.5	3	4.733	0	quiet
-49.5	30.5	16	5.104	0	quiet
-49.5	31.5	4	4.75	0	quiet
-49.5	68.5	3	4.867	0	quiet
-49.5	69.5	6	4.65	0	quiet
-49.5	94.5	1	4.8	0	quiet
-49.5	105.5	7	4.714	0	quiet
-49.5	106.5	4	4.75	0	quiet
-49.5	107.5	3	4.633	0	quiet
-49.5	108.5	8	4.812	0	quiet
-49.5	109.5	5	4.92	0	quiet
-49.5	110.5	13	4.938	0	quiet
-49.5	111.5	11	4.655	0	quiet
-49.5	114.5	16	4.844	0	quiet
-49.5	115.5	9	4.733	0	quiet
-49.5	116.5	17	4.747	0	quiet
-49.5	117.5	38	4.934	0	quiet
-49.5	118.5	8	4.75	0	quiet
-49.5	119.5	5	4.58	0	quiet
-49.5	120.5	20	4.885	0	quiet
-49.5	121.5	36	4.767	0	quiet
-49.5	122.5	11	4.736	0	quiet
-49.5	123.5	26	4.848	0	quiet
-49.5	124.5	13	4.854	0	quiet
-49.5	125.5	54	4.833	0	quiet
-49.5	126.5	25	4.916	0	quiet
-49.5	127.5	23	4.848	0	quiet
-49.5	148.5	1	5.2	0	quiet
-49.5	161.5	21	5.038	0	quiet
-49.5	163.5	23	5.188	0	quiet
-49.5	164.5	69	5.197	0	quiet
-49.5	175.5	1	4.7	0	quiet
-48.5	-116.5	1	5.2	0	quiet
-48.5	-115.5	1	5.3	0	quiet
-48.5	-114.5	1	4.8	0	quiet
-48.5	-113.5	2	5.1	0	quiet
-48.5	-87.5	8	4.875	0	quiet
-48.5	-86.5	1	5	0	quiet
-48.5	-76.5	1	4.8	0	quiet
-48.5	-75.5	8	5.28	0	quiet
-48.5	-10.5	8	4.838	0	quiet
-48.5	-9.5	17	5.061	0	quiet
-48.5	-8.5	12	4.875	0	quiet
-48.5	30.5	3	4.533	0	quiet
-48.5	31.5	41	4.968	0	quiet
-48.5	32.5	2	5.75	0	quiet
-48.5	69.5	3	4.933	0	quiet
-48.5	73.5	1	5.3	0	quiet
-48.5	99.5	8	5.313	0	quiet
-48.5	100.5	2	4.65	0	quiet
-48.5	104.5	5	4.8	0	quiet
-48.5	105.5	8	4.763	0	quiet
-48.5	106.5	23	4.896	0	quiet
-48.5	107.5	11	4.782	0	quiet
-48.5	108.5	7	4.757	0	quiet
-48.5	109.5	1	4.6	0	quiet
-48.5	110.5	1	4.6	0	quiet
-48.5	112.5	1	6	0	quiet
-48.5	116.5	1	5	0	quiet
-48.5	119.5	1	4.9	0	quiet
-48.5	120.5	5	4.62	0	quiet
-48.5	121.5	41	4.807	0	quiet
-48.5	122.5	1	4.6	0	quiet
-48.5	123.5	23	4.909	0	quiet
-48.5	124.5	19	4.826	0	quiet
-48.5	125.5	3	4.733	0	quiet
-48.5	126.5	15	4.793	0	quiet
-48.5	127.5	4	4.925	0	quiet
-48.5	129.5	1	4.7	0	quiet
-48.5	161.5	6	4.8	0	quiet
-48.5	163.5	1	5.6	0	quiet
-48.5	164.5	32	5.197	0	quiet
-48.5	165.5	10	5.353	0	quiet
-47.5	-104.5	1	5.3	0	quiet
-47.5	-99.5	1	5	0	quiet
-47.5	-75.5	7	4.929	0	quiet
-47.5	-15.5	3	5.69	0	quiet
-47.5	-13.5	37	4.984	0	quiet
-47.5	-12.5	20	5.06	0	quiet
-47.5	-11.5	15	4.827	0	quiet
-47.5	-10.5	2	4.7	0	quiet
-47.5	-9.5	2	4.8	0	quiet
-47.5	4.5	1	4.8	0	quiet
-47.5	31.5	9	5.2	0	quiet
-47.5	32.5	20	4.985	0	quiet
-47.5	33.5	8	5.25	0	quiet
-47.5	36.5	1	4.9	0	quiet
-47.5	99.5	36	5.352	0	quiet
-47.5	100.5	40	5.212	0	quiet
-47.5	101.5	2	5	0	quiet
-47.5	102.5	10	4.73	0	quiet
-47.5	103.5	2	4.6	0	quiet
-47.5	104.5	2	4.95	0	quiet
-47.5	105.5	2	4.85	0	quiet
-47.5	115.5	9	4.989	0	quiet
-47.5	116.5	9	4.811	0	quiet
-47.5	124.5	1	4.6	0	quiet
-47.5	136.5	1	5.7	0	quiet
-47.5	160.5	1	5.5	0	quiet
-47.5	164.5	2	4.9	0	quiet
-47.5	165.5	39	4.983	0	quiet
-47.5	166.5	1	4.6	0	quiet
-47.5	176.5	1	4.5	0	quiet
-46.5	-153.5	1	5	0	quiet
-46.5	-101.5	1	5.6	0	quiet
-46.5	-93.5	2	5.1	0	quiet
-46.5	-76.5	2	4.8	0	quiet
-46.5	-75.5	14	4.986	0	quiet
-46.5	-74.5	2	5.605	0	quiet
-46.5	-73.5	1	5	0	quiet
-46.5	-69.5	1	4.9	0	quiet
-46.5	-16.5	1	5	0	quiet
-46.5	-14.5	2	5.775	0	quiet
-46.5	-13.5	10	4.93	0	quiet
-46.5	-12.5	3	5.367	0	quiet
-46.5	-11.5	3	4.667	0	quiet
-46.5	-10.5	24	4.992	0	quiet
-46.5	0.5	1	4.8	0	quiet
-46.5	32.5	3	4.633	0	quiet
-46.5	33.5	25	4.92	0	quiet
-46.5	34.5	7	5.086	0	quiet
-46.5	35.5	1	6.4	0	quiet
-46.5	37.5	2	5.2	0	quiet
-46.5	42.5	1	4.7	0	quiet
-46.5	73.5	1	5.5	0	quiet
-46.5	95.5	15	5.371	0	quiet
-46.5	96.5	22	4.909	0	quiet
-46.5	102.5	1	5	0	quiet
-46.5	105.5	1	4.9	0	quiet
-46.5	109.5	1	4.8	0	quiet
-46.5	118.5	1	5	0	quiet
-46.5	163.5	1	4.7	0	quiet
-46.5	164.5	1	7.1	0	quiet
-46.5	165.5	58	5.04	0	quiet
-46.5	166.5	34	4.821	0	quiet
-46.5	167.5	2	4.6	0	quiet
-46.5	169.5	1	4.5	0	quiet
-45.5	-174.5	2	5.15	0	quiet
-45.5	-113.5	1	5.98	0	quiet
-45.5	-112.5	1	4.7	0	quiet
-45.5	-106.5	1	5.85	0	quiet
-45.5	-92.5	1	5.1	0	quiet
-45.5	-82.5	1	4.9	0	quiet
-45.5	-81.5	3	5.233	0	quiet
-45.5	-80.5	6	5.167	0	quiet
-45.5	-79.5	4	5.57	0	quiet
-45.5	-78.5	3	4.933	0	quiet
-45.5	-77.5	24	4.978	0	quiet
-45.5	-76.5	73	5.091	0	quiet
-45.5	-75.5	23	5.094	0	quiet
-45.5	-74.5	2	5.605	0	quiet
-45.5	-73.5	3	5.1	0	quiet
-45.5	-72.5	41	5.122	0	quiet
-45.5	-20.5	1	5	0	quiet
-45.5	-19.5	1	5.7	0	quiet
-45.5	-17.5	1	4.9	0	quiet
-45.5	-16.5	1	5.2	0	quiet
-45.5	-15.5	6	4.933	0	quiet
-45.5	-14.5	6	4.867	0	quiet
-45.5	-13.5	3	4.8	0	quiet
-45.5	-12.5	3	4.867	0	quiet
-45.5	33.5	4	4.725	0	quiet
-45.5	34.5	11	5.22	0	quiet
-45.5	35.5	9	5.552	0	quiet
-45.5	36.5	1	6.32	0	quiet
-45.5	37.5	1	4.6	0	quiet
-45.5	79.5	2	5	0	quiet
-45.5	81.5	1	4.7	0	quiet
-45.5	95.5	35	5.046	0	quiet
-45.5	96.5	29	5.453	0	quiet
-45.5	97.5	10	4.81	0	quiet
-45.5	98.5	2	4.8	0	quiet
-45.5	165.5	3	4.533	0	quiet
-45.5	166.5	149	4.846	1	moderate
-45.5	167.5	55	4.98	0	quiet
-45.5	170.5	1	4.5	0	quiet
-44.5	-117.5	1	5.9	0	quiet
-44.5	-105.5	1	4.8	0	quiet
-44.5	-93.5	1	4.9	0	quiet
-44.5	-82.5	11	4.964	0	quiet
-44.5	-81.5	35	4.871	0	quiet
-44.5	-80.5	36	5.168	0	quiet
-44.5	-79.5	28	5.307	0	quiet
-44.5	-78.5	19	4.858	0	quiet
-44.5	-77.5	2	5.1	0	quiet
-44.5	-76.5	10	5.529	0	quiet
-44.5	-75.5	14	5.316	0	quiet
-44.5	-73.5	1	5	0	quiet
-44.5	-72.5	1	5.2	0	quiet
-44.5	-20.5	1	5.4	0	quiet
-44.5	-16.5	12	4.833	0	quiet
-44.5	-15.5	26	4.892	0	quiet
-44.5	-14.5	3	4.6	0	quiet
-44.5	35.5	22	4.983	0	quiet
-44.5	36.5	7	4.657	0	quiet
-44.5	37.5	20	4.73	0	quiet
-44.5	38.5	11	4.664	0	quiet
-44.5	39.5	24	4.779	0	quiet
-44.5	40.5	2	4.65	0	quiet
-44.5	41.5	2	4.8	0	quiet
-44.5	82.5	1	5.1	0	quiet
-44.5	94.5	3	5.167	0	quiet
-44.5	95.5	1	4.9	0	quiet
-44.5	96.5	1	5.1	0	quiet
-44.5	97.5	1	4.5	0	quiet
-44.5	99.5	1	4.7	0	quiet
-44.5	102.5	1	4.8	0	quiet
-44.5	117.5	1	5.5	0	quiet
-44.5	118.5	1	4.5	0	quiet
-44.5	145.5	1	4.9	0	quiet
-44.5	165.5	1	4.5	0	quiet
-44.5	166.5	8	4.924	0	quiet
-44.5	167.5	52	4.935	0	quiet
-44.5	168.5	27	4.883	0	quiet
-44.5	169.5	6	4.633	0	quiet
-44.5	170.5	1	4.8	0	quiet
-44.5	174.5	1	4.8	0	quiet
-44.5	177.5	1	4.9	0	quiet
-43.5	-108.5	1	4.9	0	quiet
-43.5	-107.5	2	5	0	quiet
-43.5	-100.5	1	5.3	0	quiet
-43.5	-88.5	1	4.8	0	quiet
-43.5	-82.5	29	4.897	0	quiet
-43.5	-81.5	2	5.3	0	quiet
-43.5	-79.5	1	5.5	0	quiet
-43.5	-78.5	3	5.1	0	quiet
-43.5	-76.5	6	4.75	0	quiet
-43.5	-75.5	15	5.437	0	quiet
-43.5	-74.5	12	4.875	0	quiet
-43.5	-73.5	3	6.227	0	quiet
-43.5	-72.5	2	5.15	0	quiet
-43.5	-20.5	1	4.5	0	quiet
-43.5	-19.5	1	4.8	0	quiet
-43.5	-16.5	44	4.882	0	quiet
-43.5	-15.5	19	4.721	0	quiet
-43.5	8.5	1	4.6	0	quiet
-43.5	38.5	7	5.387	0	quiet
-43.5	39.5	32	4.981	0	quiet
-43.5	40.5	21	4.71	0	quiet
-43.5	41.5	13	5.413	0	quiet
-43.5	42.5	3	5.367	0	quiet
-43.5	77.5	2	5.55	0	quiet
-43.5	78.5	1	5.7	0	quiet
-43.5	83.5	1	4.9	0	quiet
-43.5	90.5	1	4.6	0	quiet
-43.5	91.5	10	4.87	0	quiet
-43.5	92.5	5	5.16	0	quiet
-43.5	120.5	1	4.6	0	quiet
-43.5	121.5	1	4.9	0	quiet
-43.5	123.5	2	5.25	0	quiet
-43.5	159.5	1	4.6	0	quiet
-43.5	168.5	3	4.9	0	quiet
-43.5	169.5	9	5.041	0	quiet
-43.5	170.5	4	5.1	0	quiet
-43.5	171.5	24	5.117	0	quiet
-43.5	172.5	97	4.789	0	quiet
-43.5	173.5	9	4.744	0	quiet
-43.5	174.5	1	4.9	0	quiet
-42.5	-179.5	1	4.6	0	quiet
-42.5	-113.5	1	4.9	0	quiet
-42.5	-110.5	1	4.9	0	quiet
-42.5	-109.5	1	4.5	0	quiet
-42.5	-100.5	1	5.5	0	quiet
-42.5	-89.5	2	5	0	quiet
-42.5	-85.5	22	5.141	0	quiet
-42.5	-84.5	2	4.95	0	quiet
-42.5	-83.5	29	4.917	0	quiet
-42.5	-82.5	33	4.942	0	quiet
-42.5	-81.5	1	5.4	0	quiet
-42.5	-76.5	2	4.7	0	quiet
-42.5	-75.5	10	5.336	0	quiet
-42.5	-74.5	10	4.82	0	quiet
-42.5	-73.5	8	4.984	0	quiet
-42.5	-72.5	20	4.744	0	quiet
-42.5	-71.5	3	5.637	0	quiet
-42.5	-70.5	1	5.4	0	quiet
-42.5	-19.5	1	5.3	0	quiet
-42.5	-18.5	11	5.191	0	quiet
-42.5	-16.5	16	5.169	0	quiet
-42.5	-15.5	5	5.16	0	quiet
-42.5	-14.5	1	4.7	0	quiet
-42.5	40.5	1	4.5	0	quiet
-42.5	41.5	8	5.124	0	quiet
-42.5	42.5	19	5.066	0	quiet
-42.5	74.5	1	5.4	0	quiet
-42.5	78.5	1	5.2	0	quiet
-42.5	79.5	1	5	0	quiet
-42.5	80.5	1	4.8	0	quiet
-42.5	82.5	2	4.9	0	quiet
-42.5	83.5	26	4.846	0	quiet
-42.5	84.5	19	4.821	0	quiet
-42.5	85.5	7	4.843	0	quiet
-42.5	86.5	1	4.5	0	quiet
-42.5	87.5	4	4.85	0	quiet
-42.5	88.5	28	5.004	0	quiet
-42.5	89.5	2	4.75	0	quiet
-42.5	120.5	9	4.956	0	quiet
-42.5	124.5	14	5.014	0	quiet
-42.5	125.5	1	4.8	0	quiet
-42.5	143.5	1	4.8	0	quiet
-42.5	147.5	1	4.7	0	quiet
-42.5	171.5	10	5.29	0	quiet
-42.5	172.5	37	4.799	0	quiet
-42.5	173.5	88	4.926	0	quiet
-42.5	174.5	16	4.891	0	quiet
-42.5	176.5	1	4.5	0	quiet
-42.5	177.5	1	4.7	0	quiet
-42.5	178.5	1	4.5	0	quiet
-41.5	-116.5	1	4.9	0	quiet
-41.5	-111.5	1	4.9	0	quiet
-41.5	-105.5	3	5.067	0	quiet
-41.5	-104.5	2	4.6	0	quiet
-41.5	-92.5	6	4.633	0	quiet
-41.5	-91.5	51	4.806	0	quiet
-41.5	-90.5	41	4.898	0	quiet
-41.5	-89.5	28	5.004	0	quiet
-41.5	-88.5	38	4.926	0	quiet
-41.5	-87.5	26	5.008	0	quiet
-41.5	-86.5	30	4.993	0	quiet
-41.5	-85.5	40	4.961	0	quiet
-41.5	-84.5	22	4.991	0	quiet
-41.5	-83.5	28	5.17	0	quiet
-41.5	-81.5	1	4.8	0	quiet
-41.5	-75.5	12	5.436	0	quiet
-41.5	-74.5	4	5.35	0	quiet
-41.5	-73.5	14	5.141	0	quiet
-41.5	-72.5	6	5.073	0	quiet
-41.5	-71.5	4	5.152	0	quiet
-41.5	-16.5	34	4.876	0	quiet
-41.5	-15.5	3	4.9	0	quiet
-41.5	-10.5	1	5.1	0	quiet
-41.5	41.5	1	6.04	0	quiet
-41.5	42.5	15	5.12	0	quiet
-41.5	43.5	22	4.836	0	quiet
-41.5	44.5	11	4.955	0	quiet
-41.5	77.5	1	4.5	0	quiet
-41.5	78.5	1	4.9	0	quiet
-41.5	79.5	17	5.12	0	quiet
-41.5	80.5	39	5.383	0	quiet
-41.5	81.5	1	4.7	0	quiet
-41.5	84.5	33	4.83	0	quiet
-41.5	85.5	34	4.924	0	quiet
-41.5	87.5	2	4.7	0	quiet
-41.5	88.5	35	5.034	0	quiet
-41.5	89.5	1	4.7	0	quiet
-41.5	90.5	1	4.7	0	quiet
-41.5	171.5	4	5.457	0	quiet
-41.5	172.5	14	4.861	0	quiet
-41.5	173.5	28	4.821	0	quiet
-41.5	174.5	162	4.812	1	moderate
-41.5	175.5	15	5.127	0	quiet
-41.5	176.5	3	5.093	0	quiet
-41.5	177.5	1	4.5	0	quiet
-41.5	178.5	3	4.8	0	quiet
-40.5	-179.5	1	4.6	0	quiet
-40.5	-155.5	1	5.1	0	quiet
-40.5	-150.5	1	4.9	0	quiet
-40.5	-113.5	1	4.8	0	quiet
-40.5	-92.5	1	4.9	0	quiet
-40.5	-91.5	36	4.858	0	quiet
-40.5	-90.5	5	4.82	0	quiet
-40.5	-89.5	4	4.9	0	quiet
-40.5	-88.5	5	4.84	0	quiet
-40.5	-86.5	2	4.6	0	quiet
-40.5	-85.5	9	5.044	0	quiet
-40.5	-75.5	12	4.875	0	quiet
-40.5	-74.5	30	5.158	0	quiet
-40.5	-73.5	3	5.357	0	quiet
-40.5	-72.5	23	4.897	0	quiet
-40.5	-71.5	21	4.819	0	quiet
-40.5	-17.5	1	4.7	0	quiet
-40.5	-16.5	24	4.975	0	quiet
-40.5	-4.5	1	5.2	0	quiet
-40.5	42.5	4	4.775	0	quiet
-40.5	43.5	32	4.825	0	quiet
-40.5	44.5	16	4.894	0	quiet
-40.5	45.5	13	4.885	0	quiet
-40.5	46.5	6	5.022	0	quiet
-40.5	77.5	16	4.731	0	quiet
-40.5	78.5	56	5.052	0	quiet
-40.5	80.5	6	5.15	0	quiet
-40.5	81.5	4	4.975	0	quiet
-40.5	85.5	2	4.7	0	quiet
-40.5	90.5	1	5	0	quiet
-40.5	98.5	2	4.95	0	quiet
-40.5	126.5	1	4.8	0	quiet
-40.5	155.5	3	5.167	0	quiet
-40.5	172.5	2	4.95	0	quiet
-40.5	173.5	37	4.897	0	quiet
-40.5	174.5	52	4.791	0	quiet
-40.5	175.5	38	5.017	0	quiet
-40.5	176.5	63	4.943	0	quiet
-40.5	177.5	7	5.307	0	quiet
-40.5	178.5	5	5.25	0	quiet
-40.5	179.5	1	4.7	0	quiet
-39.5	-179.5	4	4.95	0	quiet
-39.5	-177.5	1	4.5	0	quiet
-39.5	-105.5	2	5.57	0	quiet
-39.5	-104.5	2	5.71	0	quiet
-39.5	-92.5	6	5.233	0	quiet
-39.5	-91.5	11	4.991	0	quiet
-39.5	-88.5	1	4.5	0	quiet
-39.5	-86.5	1	4.6	0	quiet
-39.5	-75.5	11	5.06	0	quiet
-39.5	-74.5	24	5.235	0	quiet
-39.5	-73.5	7	5.129	0	quiet
-39.5	-72.5	12	4.97	0	quiet
-39.5	-71.5	11	4.839	0	quiet
-39.5	-70.5	3	5.1	0	quiet
-39.5	-16.5	17	4.847	0	quiet
-39.5	-15.5	26	4.992	0	quiet
-39.5	34.5	1	4.8	0	quiet
-39.5	41.5	2	5.2	0	quiet
-39.5	44.5	1	5.1	0	quiet
-39.5	45.5	7	5.534	0	quiet
-39.5	46.5	23	4.983	0	quiet
-39.5	47.5	1	4.9	0	quiet
-39.5	77.5	2	4.5	0	quiet
-39.5	78.5	27	4.826	0	quiet
-39.5	80.5	1	4.9	0	quiet
-39.5	81.5	1	5.3	0	quiet
-39.5	86.5	1	5.5	0	quiet
-39.5	87.5	1	6.1	0	quiet
-39.5	119.5	1	5	0	quiet
-39.5	121.5	1	5.1	0	quiet
-39.5	173.5	7	4.886	0	quiet
-39.5	174.5	56	4.834	0	quiet
-39.5	175.5	26	4.85	0	quiet
-39.5	176.5	46	5.03	0	quiet
-39.5	177.5	26	5.037	0	quiet
-39.5	178.5	8	5.425	0	quiet
-39.5	179.5	3	5.467	0	quiet
-38.5	-179.5	12	4.88	0	quiet
-38.5	-178.5	1	4.7	0	quiet
-38.5	-94.5	7	4.629	0	quiet
-38.5	-93.5	71	4.88	0	quiet
-38.5	-92.5	12	4.925	0	quiet
-38.5	-91.5	19	5.056	0	quiet
-38.5	-75.5	18	4.95	0	quiet
